Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1,2007,NBA,1,2,SEA,Kevin Durant,18.276,F-G,us,Texas,2008,2019,849,36.9,27,7.1,4.1,1.1,1.1,0.493,0.532,0.381,0.883,141.7,0.217
2,2009,NBA,1,3,OKC,James Harden,19.308,G,us,Arizona State,2010,2020,816,34.3,25,5.3,6.3,1.6,0.5,0.443,0.508,0.364,0.858,131.9,0.226
3,2009,NBA,1,7,GSW,Stephen Curry,21.108,G,us,Davidson,2010,2020,698,34.3,23.5,4.5,6.6,1.7,0.2,0.476,0.515,0.435,0.905,103.1,0.206
4,2008,NBA,1,4,SEA,Russell Westbrook,19.231,G,us,UCLA,2009,2020,866,34.6,23.2,7.1,8.3,1.7,0.3,0.436,0.468,0.304,0.801,100.5,0.161
5,2007,NBA,1,3,ATL,Al Horford,21.03,C-F,do,Florida,2008,2020,836,32.7,14,8.3,3.3,0.8,1.2,0.52,0.544,0.361,0.753,89.8,0.158
6,2008,NBA,2,35,LAC,DeAndre Jordan,19.345,C,us,Texas A&M,2009,2020,864,27.8,9.5,10.8,0.9,0.6,1.6,0.67,0.671,0.091,0.473,87.6,0.175
7,2007,NBA,2,48,LAL,Marc Gasol,22.155,C,es,,2009,2020,830,33.2,14.7,7.6,3.4,0.9,1.4,0.482,0.498,0.356,0.777,82.2,0.143
8,2008,NBA,1,5,MEM,Kevin Love,19.297,F,us,UCLA,2009,2020,703,32,18.2,11.2,2.4,0.7,0.5,0.443,0.48,0.371,0.828,81.3,0.174
9,2012,NBA,1,1,NOH,Anthony Davis,19.114,F-C,us,Kentucky,2013,2020,512,34.6,24,10.4,2.2,1.4,2.4,0.517,0.536,0.315,0.801,80.8,0.219
10,2012,NBA,1,6,POR,Damian Lillard,21.354,G,us,Weber State,2013,2020,603,36.3,24.1,4.2,6.5,1,0.3,0.436,0.484,0.371,0.889,79.6,0.174
11,2009,NBA,1,1,LAC,Blake Griffin,20.106,F,us,Oklahoma,2011,2020,622,34.8,21.7,8.8,4.4,0.9,0.5,0.498,0.521,0.333,0.694,75.3,0.167
12,2011,NBA,1,30,CHI,Jimmy Butler,21.287,F-G,us,Marquette,2012,2020,569,33.1,17,5.1,3.7,1.6,0.5,0.454,0.487,0.334,0.835,73.6,0.188
13,2007,NBA,1,4,MEM,Mike Conley,19.265,G,us,Ohio State,2008,2020,820,32.4,14.8,3,5.7,1.4,0.2,0.439,0.468,0.375,0.818,72.8,0.131
14,2011,NBA,1,15,IND,Kawhi Leonard,19.364,F,us,San Diego State,2012,2020,509,31,18.4,6.4,2.6,1.8,0.7,0.491,0.533,0.382,0.854,71.7,0.218
15,2010,NBA,1,10,IND,Paul George,20.058,F,us,Fresno State,2011,2020,638,33.6,19.9,6.4,3.3,1.7,0.4,0.433,0.47,0.379,0.847,68.2,0.153
16,2008,NBA,1,24,SEA,Serge Ibaka,18.286,F-C,cg,,2010,2020,797,28.6,12.6,7.3,0.8,0.4,2.1,0.515,0.548,0.361,0.759,67.4,0.142
17,2009,NBA,1,9,TOR,DeMar DeRozan,19.327,G-F,us,USC,2010,2020,804,34.2,20.1,4.3,3.5,1,0.3,0.457,0.475,0.283,0.829,65.9,0.115
18,2008,NBA,1,26,SAS,George Hill,22.059,G,us,IUPUI,2009,2020,770,27.8,11.2,3.1,3.2,0.9,0.3,0.457,0.499,0.385,0.802,64.3,0.144
19,2008,NBA,1,10,NJN,Brook Lopez,20.091,C,us,Stanford,2009,2020,769,30.6,16.9,6.4,1.5,0.6,1.8,0.495,0.522,0.339,0.792,64.1,0.13
20,2013,NBA,1,15,MIL,Giannis Antetokounmpo,18.208,F-G,gr,,2014,2020,513,32.6,19.8,8.8,4.3,1.2,1.3,0.525,0.565,0.285,0.723,62.1,0.179
21,2007,NBA,1,9,CHI,Joakim Noah,22.128,C,us,Florida,2008,2019,667,27.9,8.8,9.1,2.8,0.8,1.3,0.491,0.493,0,0.7,61.8,0.16
22,2013,NBA,1,27,DEN,Rudy Gobert,21.006,C,fr,,2014,2020,458,29.4,11.6,11,1.4,0.7,2.2,0.637,0.638,0,0.628,61.6,0.22
23,2011,NBA,1,1,CLE,Kyrie Irving,19.096,G,au,Duke,2012,2020,528,33.8,22.4,3.7,5.7,1.3,0.4,0.466,0.499,0.39,0.877,61.4,0.165
24,2007,NBA,1,12,PHI,Thaddeus Young,19.011,F,us,Georgia Tech,2008,2020,955,30.4,13.2,5.9,1.7,1.4,0.4,0.498,0.523,0.33,0.67,60.8,0.101
25,2012,NBA,1,9,DET,Andre Drummond,18.327,C,us,UConn,2013,2020,593,31.1,14.4,13.9,1.3,1.4,1.6,0.541,0.547,0.14,0.46,60.6,0.158
26,2008,NBA,1,6,NYK,Danilo Gallinari,19.327,F,it,,2009,2020,596,31,16.2,4.9,2.1,0.8,0.4,0.427,0.466,0.38,0.873,55.6,0.144
27,2008,NBA,1,25,HOU,Nicolas Batum,19.199,F-G,fr,,2009,2020,789,31.3,11.6,5.2,3.8,0.9,0.6,0.434,0.503,0.357,0.841,54.7,0.106
28,2011,NBA,1,9,CHA,Kemba Walker,21.051,G,us,UConn,2012,2020,651,33.9,20,3.8,5.4,1.3,0.4,0.419,0.453,0.361,0.837,54.1,0.117
29,2008,NBA,2,45,SAS,Goran Dragi_,22.057,G,si,,2009,2020,801,28,13.9,3,4.8,1,0.2,0.465,0.507,0.365,0.762,53.5,0.114
30,2010,NBA,1,3,NJN,Derrick Favors,18.349,F-C,us,Georgia Tech,2011,2020,668,25.6,11.5,7.3,1.1,0.8,1.3,0.529,0.539,0.209,0.663,52.4,0.147
31,2010,NBA,1,9,UTA,Gordon Hayward,20.098,F-G,us,Butler,2011,2020,626,30.8,15.2,4.3,3.4,1,0.4,0.45,0.488,0.366,0.823,52.2,0.13
32,2009,NBA,1,26,CHI,Taj Gibson,24.007,F,us,USC,2010,2020,789,25.3,9.6,6.3,1,0.6,1.1,0.514,0.52,0.217,0.709,51.8,0.125
33,2009,NBA,1,19,ATL,Jeff Teague,21.02,G,us,Wake Forest,2010,2020,760,27.6,12.6,2.5,5.8,1.2,0.3,0.445,0.473,0.356,0.844,50.7,0.116
34,2015,NBA,1,1,MIN,Karl-Anthony Towns,19.227,C-F,us,Kentucky,2016,2020,358,34.4,22.7,11.8,2.8,0.8,1.5,0.534,0.573,0.396,0.831,50.7,0.198
35,2011,NBA,1,5,TOR,Jonas Valan_i_nas,19.052,C,lt,,2013,2020,540,25.2,12.3,8.7,0.9,0.4,1.1,0.562,0.57,0.364,0.781,50.1,0.176
36,2009,NBA,1,21,NOH,Darren Collison,21.312,G,us,UCLA,2010,2019,708,29.4,12.5,2.7,5,1.2,0.1,0.471,0.495,0.394,0.853,49.9,0.115
37,2010,NBA,1,7,DET,Greg Monroe,20.025,C-F,us,Georgetown,2011,2019,632,27.7,13.2,8.3,2.1,1.1,0.6,0.514,0.515,0.059,0.704,49.7,0.136
38,2014,NBA,2,41,DEN,Nikola Joki_,19.132,C-F,rs,,2016,2020,363,28.9,16.9,9.7,5.4,1.1,0.7,0.522,0.572,0.342,0.825,46.9,0.214
39,2011,NBA,1,11,GSW,Klay Thompson,21.14,G-F,us,Washington State,2012,2019,615,33.1,19.5,3.5,2.3,0.9,0.5,0.459,0.491,0.419,0.848,46.8,0.11
40,2008,NBA,1,21,NJN,Ryan Anderson,20.056,F,us,California,2009,2020,649,25.8,12.3,5.3,0.9,0.5,0.3,0.422,0.47,0.38,0.854,46.7,0.134
41,2011,NBA,1,16,PHI,Nikola Vu_evi_,20.247,C,ch,USC,2012,2020,580,30.2,15.9,10.2,2.5,0.9,0.9,0.498,0.515,0.336,0.744,46.1,0.126
42,2011,NBA,2,60,SAC,Isaiah Thomas,22.141,G,us,Washington,2012,2020,525,28.9,18.1,2.5,5,0.9,0.1,0.436,0.482,0.364,0.872,45.3,0.143
43,2012,NBA,2,35,GSW,Draymond Green,22.122,F,us,Michigan State,2013,2020,574,28.2,9,6.9,5,1.4,1.1,0.435,0.506,0.32,0.71,44.5,0.132
44,2008,NBA,1,15,PHO,Robin Lopez,20.091,C,us,Stanford,2009,2020,816,22.5,8.8,5.1,0.8,0.2,1.2,0.529,0.535,0.254,0.751,44.3,0.116
45,2010,NBA,1,1,WAS,John Wall,19.296,G,us,Kentucky,2011,2019,573,35.9,19,4.3,9.2,1.7,0.7,0.433,0.457,0.324,0.781,44.3,0.104
46,2008,NBA,1,9,CHA,D.J. Augustin,20.234,G,us,Texas,2009,2020,846,24.2,9.9,1.9,4,0.6,0,0.412,0.438,0.38,0.864,44.2,0.104
47,2011,NBA,1,19,CHA,Tobias Harris,18.347,F,us,Tennessee,2012,2020,601,30.7,15.8,6,2,0.7,0.5,0.471,0.513,0.364,0.82,44.2,0.115
48,2010,NBA,1,5,SAC,DeMarcus Cousins,19.32,C-F,us,Kentucky,2011,2019,565,32,21.2,10.9,3.2,1.4,1.2,0.461,0.477,0.332,0.737,44.1,0.117
49,2013,NBA,1,12,OKC,Steven Adams,19.347,C,nz,Pitt,2014,2020,516,26.8,9.8,7.6,1.2,0.9,1,0.588,0.589,0.1,0.557,43.7,0.152
50,2010,NBA,2,33,SAC,Hassan Whiteside,21.016,C,us,Marshall,2011,2020,394,26.6,13.7,11.7,0.7,0.6,2.4,0.579,0.581,0.273,0.608,43.5,0.199
51,2011,NBA,1,3,UTA,Enes Kanter,19.038,C,ch,,2012,2020,625,22,11.7,7.6,0.9,0.4,0.5,0.543,0.55,0.287,0.776,43.2,0.151
52,2007,NBA,1,22,CHA,Jared Dudley,21.358,F-G,us,Boston College,2008,2020,883,22.6,7.5,3.2,1.6,0.8,0.2,0.464,0.517,0.394,0.732,42.7,0.103
53,2011,NBA,1,4,CLE,Tristan Thompson,20.107,F-C,ca,Texas,2012,2020,612,28.1,9.4,8.7,1,0.5,0.7,0.518,0.519,0.304,0.612,42.7,0.119
54,2009,NBA,1,18,MIN,Ty Lawson,21.24,G,us,UNC,2010,2017,551,29.2,12.7,2.7,6,1.2,0.1,0.46,0.493,0.359,0.77,42.1,0.126
55,2009,NBA,2,46,CLE,Danny Green,22.009,G-F,us,UNC,2010,2020,672,25.4,9,3.5,1.6,1,0.8,0.424,0.461,0.402,0.81,42.1,0.119
56,2010,NBA,1,13,TOR,Ed Davis,21.024,F,us,UNC,2011,2020,665,19.9,6.3,6.7,0.8,0.5,0.8,0.568,0.568,0,0.583,41.7,0.152
57,2009,NBA,1,17,PHI,Jrue Holiday,19.018,G,us,UCLA,2010,2020,698,33.2,15.8,3.9,6.4,1.5,0.5,0.452,0.486,0.354,0.779,41.6,0.086
58,2010,NBA,1,18,OKC,Eric Bledsoe,20.202,G,us,Kentucky,2011,2020,616,27.8,14.2,4,4.8,1.4,0.5,0.457,0.506,0.336,0.796,41.6,0.116
59,2007,NBA,1,5,BOS,Jeff Green,20.309,F,us,Georgetown,2008,2020,890,29.6,13,4.4,1.6,0.7,0.5,0.44,0.482,0.333,0.805,40.9,0.074
60,2012,NBA,1,3,WAS,Bradley Beal,19.005,G,us,Florida,2013,2020,534,34.5,20.6,4,3.9,1.1,0.4,0.452,0.493,0.377,0.805,40.4,0.105
61,2008,NBA,1,1,CHI,Derrick Rose,19.27,G,us,Memphis,2009,2020,591,32.6,18.8,3.4,5.6,0.8,0.3,0.456,0.485,0.304,0.826,39.8,0.099
62,2008,NBA,1,22,ORL,Courtney Lee,22.272,G,us,Western Kentucky,2009,2020,801,27.1,9.6,2.6,1.7,1,0.3,0.451,0.484,0.388,0.853,39.1,0.086
63,2011,NBA,1,22,DEN,Kenneth Faried,21.221,F,us,Morehead State University,2012,2019,478,24.5,11.4,8.1,1,0.7,0.8,0.546,0.55,0.222,0.654,38.8,0.159
64,2012,NBA,2,39,DET,Khris Middleton,20.326,F-G,us,Texas A&M,2013,2020,502,31.5,16.1,4.6,3.3,1.3,0.2,0.457,0.49,0.394,0.873,37.4,0.114
65,2014,NBA,1,25,HOU,Clint Capela,20.044,C,ch,,2015,2020,334,26,12.2,9.7,1,0.7,1.5,0.634,0.635,0,0.526,36.4,0.201
66,2007,NBA,2,31,SEA,Carl Landry,23.288,F,us,Purdue,2008,2016,513,22.5,10.8,4.9,0.7,0.4,0.4,0.535,0.537,0.3,0.785,35.9,0.149
67,2008,NBA,1,17,TOR,Roy Hibbert,21.203,C,us,Georgetown,2009,2017,662,24.8,10,6.3,1.3,0.4,1.7,0.465,0.466,0.25,0.755,35.9,0.105
68,2008,NBA,1,18,WAS,JaVale McGee,20.164,C,us,Nevada,2009,2020,684,17.3,7.9,5.1,0.4,0.4,1.6,0.574,0.578,0.152,0.591,35.8,0.145
69,2009,NBA,1,5,MIN,Ricky Rubio,18.252,G,es,,2012,2020,545,30.9,11.2,4.2,7.7,1.9,0.1,0.389,0.415,0.324,0.838,34.9,0.099
70,2008,NBA,1,7,LAC,Eric Gordon,19.188,G,us,Indiana,2009,2020,657,32.9,16.6,2.5,2.9,0.9,0.3,0.426,0.475,0.371,0.81,34.4,0.076
71,2007,NBA,1,27,DET,Arron Afflalo,21.261,G-F,us,UCLA,2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.481,0.386,0.825,33.5,0.077
72,2013,NBA,1,22,BRK,Mason Plumlee,23.12,C-F,us,Duke,2014,2020,514,21.7,8.4,6.3,2.2,0.8,0.9,0.573,0.578,0.065,0.564,33.5,0.144
73,2012,NBA,1,7,GSW,Harrison Barnes,20.034,F,us,UNC,2013,2020,594,31.1,13.6,4.9,1.6,0.7,0.2,0.446,0.477,0.373,0.796,33,0.086
74,2008,NBA,2,34,MIN,Mario Chalmers,22.044,G,us,Kansas,2009,2018,646,26.7,8.9,2.5,3.7,1.5,0.2,0.417,0.475,0.351,0.793,32.3,0.09
75,2012,NBA,2,34,CLE,Jae Crowder,21.363,F,us,Marquette,2013,2020,591,24.6,9.5,4.1,1.5,1,0.3,0.42,0.514,0.336,0.78,31,0.102
76,2013,NBA,1,10,POR,CJ McCollum,21.287,G,us,Lehigh,2014,2020,463,30.6,18.2,3.2,3,0.9,0.4,0.454,0.482,0.398,0.83,30.3,0.102
77,2010,NBA,1,14,HOU,Patrick Patterson,21.107,F,us,Kentucky,2011,2020,667,21.2,6.8,4,1,0.5,0.4,0.448,0.5,0.368,0.752,30.1,0.102
78,2007,NBA,1,18,GSW,Marco Belinelli,21.1,G-F,it,,2008,2020,850,22.8,9.7,2.1,1.7,0.6,0.1,0.423,0.465,0.375,0.845,30,0.074
79,2011,NBA,1,14,HOU,Marcus Morris,21.299,F,us,Kansas,2012,2020,591,27,12.1,4.7,1.5,0.7,0.3,0.432,0.473,0.369,0.758,30,0.09
80,2009,NBA,1,10,MIL,Brandon Jennings,19.28,G,us,,2010,2018,555,30.3,14.1,3,5.7,1.2,0.2,0.387,0.412,0.345,0.796,29.9,0.085
81,2009,NBA,2,55,POR,Patty Mills,20.323,G,au,Saint Mary's,2010,2020,659,19.3,8.7,1.7,2.3,0.7,0.1,0.431,0.481,0.391,0.846,29.8,0.112
82,2013,NBA,1,3,WAS,Otto Porter,20.029,F,us,Georgetown,2014,2020,408,26.9,11,5,1.5,1.2,0.4,0.482,0.527,0.405,0.791,29.6,0.129
83,2009,NBA,1,27,MEM,DeMarre Carroll,22.339,F,us,Missouri,2010,2020,569,23.8,9,4.3,1.3,0.9,0.3,0.43,0.484,0.359,0.74,29.2,0.104
84,2007,NBA,1,23,NYK,Wilson Chandler,20.054,F,us,DePaul,2008,2020,666,30.1,12.6,5.3,1.8,0.7,0.6,0.444,0.497,0.342,0.77,29,0.069
85,2011,NBA,2,38,HOU,Chandler Parsons,22.246,F,us,Florida,2012,2020,440,30.1,12.7,4.5,2.7,0.9,0.3,0.462,0.521,0.373,0.713,28.9,0.105
86,2007,NBA,2,56,MIL,Ramon Sessions,21.083,G,us,Nevada,2008,2018,691,23.3,10.3,2.7,4.1,0.7,0.1,0.434,0.45,0.316,0.791,28.8,0.086
87,2007,NBA,1,15,DET,Rodney Stuckey,21.073,G,us,Eastern Washington,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.824,28.7,0.077
88,2011,NBA,1,24,OKC,Reggie Jackson,21.073,G,it,Boston College,2012,2020,544,25.3,12.9,3,4.4,0.7,0.1,0.427,0.468,0.335,0.857,28.7,0.1
89,2009,NBA,1,4,SAC,Tyreke Evans,19.284,G-F,us,Memphis,2010,2019,594,30.7,15.7,4.6,4.8,1.2,0.4,0.44,0.468,0.323,0.757,28.4,0.075
90,2008,NBA,1,23,UTA,Kosta Koufos,19.127,C,us,Ohio State,2009,2019,686,16.4,5.7,5,0.5,0.4,0.7,0.534,0.535,0,0.582,28.3,0.12
91,2009,NBA,2,42,LAL,Patrick Beverley,20.353,G,us,Arkansas,2013,2020,420,28.3,9,4.4,3.5,1.2,0.5,0.414,0.458,0.378,0.761,27.8,0.112
92,2010,NBA,1,8,LAC,Al-Farouq Aminu,19.281,F,us,Wake Forest,2011,2020,688,25.1,7.6,6.1,1.2,1,0.6,0.421,0.467,0.335,0.745,27.5,0.077
93,2013,NBA,1,13,DAL,Kelly Olynyk,22.075,C-F,ca,Gonzaga,2014,2020,481,21.4,9.7,4.9,1.8,0.7,0.4,0.476,0.55,0.369,0.773,27.3,0.127
94,2013,NBA,1,8,DET,Kentavious Caldwell-Pope,20.134,G,us,Georgia,2014,2020,523,29.3,11.7,3.2,1.6,1.1,0.2,0.417,0.475,0.35,0.8,27.2,0.085
95,2013,NBA,1,4,CHA,Cody Zeller,20.27,C-F,us,Indiana,2014,2020,411,22.9,8.6,5.9,1.4,0.7,0.7,0.511,0.522,0.25,0.733,27,0.137
96,2013,NBA,1,21,UTA,Gorgui Dieng,23.166,C,sn,Louisville,2014,2020,499,22.1,7.9,6.2,1.4,0.8,1,0.5,0.517,0.352,0.79,26.7,0.116
97,2007,NBA,1,8,CHA,Brandan Wright,19.271,F-C,us,UNC,2008,2018,428,16.2,7,3.6,0.5,0.5,1,0.607,0.61,0,0.674,26.2,0.181
98,2010,NBA,1,23,MIN,Trevor Booker,22.217,F,us,Clemson,2011,2018,532,20.4,6.9,5.5,1.1,0.7,0.5,0.515,0.534,0.305,0.636,26.2,0.116
99,2014,NBA,2,45,CHH,Dwight Powell,22.347,F-C,ca,Stanford,2015,2020,371,18.7,7.7,4.6,1,0.7,0.5,0.563,0.625,0.293,0.739,26.1,0.18
100,2008,NBA,2,37,MIL,Luc Mbah a Moute,21.296,F,cm,UCLA,2009,2019,686,23.3,6.4,4.1,0.9,0.9,0.4,0.454,0.478,0.335,0.66,26,0.078
101,2008,NBA,1,16,PHI,Marreese Speights,20.332,C-F,us,Florida,2009,2018,705,15.1,7.9,4.1,0.7,0.3,0.5,0.459,0.475,0.356,0.797,25.8,0.116
102,2009,NBA,2,39,DET,Jonas Jerebko,22.121,F,se,,2010,2019,635,17.8,6.2,4,0.8,0.5,0.2,0.457,0.507,0.363,0.77,25.8,0.109
103,2007,NBA,1,28,SAS,Tiago Splitter,22.183,F-C,br,,2011,2017,355,19.2,7.9,5,1.2,0.6,0.6,0.555,0.558,0.143,0.697,25.3,0.178
104,2011,NBA,1,7,SAC,Bismack Biyombo,18.303,C-F,cd,,2012,2020,628,20.2,5.1,6.2,0.5,0.3,1.3,0.52,0.52,0,0.575,25,0.094
105,2015,NBA,1,11,IND,Myles Turner,19.097,C-F,us,Texas,2016,2020,325,28.2,12.7,6.6,1.2,0.7,2,0.489,0.523,0.358,0.77,25,0.131
106,2009,NBA,2,33,POR,Dante Cunningham,22.07,F,us,Villanova,2010,2019,715,20.8,5.8,3.7,0.7,0.6,0.5,0.469,0.494,0.345,0.649,24.9,0.08
107,2011,NBA,1,13,PHO,Markieff Morris,21.299,F,us,Kansas,2012,2020,623,25.7,11.6,5.4,1.7,0.9,0.6,0.449,0.482,0.345,0.778,24.9,0.074
108,2015,NBA,2,32,HOU,Montrezl Harrell,21.155,F-C,us,Louisville,2016,2020,309,20.8,12.6,4.9,1.3,0.6,0.9,0.614,0.624,0.104,0.63,24.9,0.186
109,2016,NBA,1,1,PHI,Ben Simmons,19.343,G-F,au,LSU,2018,2020,213,34.5,16.5,8.3,8,1.7,0.8,0.561,0.565,0.087,0.595,24.7,0.161
110,2009,NBA,2,41,MIL,Jodie Meeks,21.314,G,us,Kentucky,2010,2019,539,22.5,9.3,2.1,1.1,0.8,0.1,0.42,0.471,0.373,0.879,24.3,0.096
111,2009,NBA,1,16,CHI,James Johnson,22.131,F,us,Wake Forest,2010,2020,623,20.6,7.9,3.6,2.1,0.8,0.9,0.476,0.531,0.309,0.692,24,0.09
112,2013,NBA,1,2,ORL,Victor Oladipo,21.059,G,us,Indiana,2014,2020,409,33.1,17.4,4.6,3.9,1.7,0.5,0.441,0.481,0.349,0.793,24,0.085
113,2008,NBA,1,12,SAC,Jason Thompson,21.346,F-C,us,Rider University,2009,2016,588,25.2,8.9,6.6,1.1,0.5,0.7,0.496,0.5,0.143,0.657,23.8,0.077
114,2012,NBA,1,12,HOU,Jeremy Lamb,20.034,G-F,us,UConn,2013,2020,479,21.2,10.5,3.7,1.6,0.7,0.4,0.445,0.501,0.34,0.852,23.4,0.111
115,2011,NBA,1,29,SAS,Cory Joseph,19.312,G,ca,Texas,2012,2020,582,21.8,6.9,2.6,2.9,0.8,0.2,0.441,0.475,0.329,0.764,23.3,0.088
116,2012,NBA,1,20,DEN,Evan Fournier,19.247,G-F,fr,,2013,2020,511,28.4,14,2.8,2.6,0.8,0.1,0.448,0.499,0.376,0.808,23.2,0.077
117,2007,NBA,1,10,SAC,Spencer Hawes,19.065,C-F,us,Washington,2008,2017,684,22.7,8.7,5.7,1.9,0.4,1,0.457,0.482,0.35,0.716,22.6,0.07
118,2011,NBA,2,31,MIA,Bojan Bogdanovi_,22.071,G-F,ba,,2015,2020,452,28.4,14.2,3.5,1.5,0.6,0.1,0.462,0.514,0.395,0.855,22.6,0.084
119,2007,NBA,1,7,MIN,Corey Brewer,21.12,F-G,us,Florida,2008,2019,814,23,8.7,2.8,1.5,1.3,0.3,0.425,0.48,0.284,0.713,22.5,0.058
120,2008,NBA,1,19,CLE,J.J. Hickson,19.3,F-C,us,NC State,2009,2016,534,22.3,9.5,6.8,0.8,0.5,0.6,0.505,0.508,0,0.617,21.9,0.088
121,2008,NBA,1,3,MIN,O.J. Mayo,20.239,G,us,USC,2009,2016,547,30.9,13.8,3.1,2.9,1,0.3,0.429,0.459,0.373,0.82,21.8,0.062
122,2014,NBA,1,3,PHI,Joel Embiid,20.107,C,cm,Kansas,2017,2020,197,30.7,24,11.5,3.2,0.7,1.8,0.478,0.523,0.319,0.792,21.7,0.172
123,2014,NBA,2,39,PHI,Jerami Grant,20.111,F,us,Syracuse,2015,2020,437,24.4,9.1,3.9,1,0.6,1.1,0.462,0.521,0.345,0.663,21.7,0.098
124,2012,NBA,1,15,PHI,Maurice Harkless,19.053,F-G,us,St. John's,2013,2020,526,23,7.2,3.7,0.9,1,0.7,0.478,0.547,0.325,0.612,21.4,0.085
125,2012,NBA,1,2,CHA,Michael Kidd-Gilchrist,18.28,F,us,Kentucky,2013,2020,433,25.1,8.6,5.5,1.2,0.7,0.7,0.475,0.481,0.28,0.715,21.1,0.093
126,2008,NBA,2,36,POR,Ömer A_ık,21.363,C,tr,,2011,2018,471,19.6,5.3,7.1,0.6,0.4,0.7,0.528,0.528,0,0.551,20.9,0.109
127,2011,NBA,1,23,HOU,Nikola Miroti_,20.137,F,me,,2015,2019,319,24.2,12.3,5.9,1.3,0.8,0.7,0.423,0.502,0.359,0.808,20.8,0.129
128,2012,NBA,1,8,TOR,Terrence Ross,21.149,F-G,us,Washington,2013,2020,545,24.5,10.8,2.8,1.1,0.8,0.3,0.419,0.477,0.367,0.823,20.8,0.075
129,2013,NBA,1,6,NOH,Nerlens Noel,19.083,C-F,us,Kentucky,2015,2020,346,22.3,8.1,6.3,1.2,1.3,1.4,0.538,0.539,0.286,0.649,20.8,0.13
130,2012,NBA,2,40,POR,Will Barton,21.179,G,us,Memphis,2013,2020,486,24.3,11,4.2,2.5,0.7,0.4,0.433,0.479,0.347,0.785,20.5,0.083
131,2014,NBA,1,4,ORL,Aaron Gordon,18.288,F,us,Arizona,2015,2020,390,28.4,12.7,6.3,2.3,0.8,0.6,0.447,0.507,0.319,0.702,20.5,0.089
132,2012,NBA,1,14,MIL,John Henson,21.188,C-F,us,UNC,2013,2020,437,19.7,7.6,5.3,1.1,0.5,1.5,0.539,0.548,0.24,0.57,20.4,0.114
133,2009,NBA,1,13,IND,Tyler Hansbrough,23.24,F,us,UNC,2010,2016,428,16.9,6.7,4.2,0.4,0.5,0.2,0.439,0.442,0.136,0.738,20.2,0.134
134,2010,NBA,1,2,PHI,Evan Turner,21.245,G,us,Ohio State,2011,2020,705,26.9,9.7,4.6,3.5,0.8,0.3,0.434,0.458,0.294,0.782,20.2,0.051
135,2015,NBA,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,Kentucky,2016,2020,345,23.6,9.7,6.3,1.6,0.9,0.8,0.538,0.541,0.211,0.612,20.2,0.119
136,2009,NBA,2,43,MIA,Marcus Thornton,22.026,G,us,LSU,2010,2017,483,23.4,11.9,2.8,1.4,0.8,0.1,0.425,0.471,0.358,0.83,20,0.085
137,2014,NBA,1,7,LAL,Julius Randle,19.214,F-C,us,Kentucky,2015,2020,364,29.1,16,9,2.8,0.7,0.5,0.493,0.522,0.291,0.72,19.7,0.089
138,2009,NBA,1,23,SAC,Omri Casspi,21.008,F,il,,2010,2019,588,20.3,7.9,4,1.1,0.6,0.2,0.454,0.502,0.368,0.678,19.6,0.078
