Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
139,2016,NBA,1,27,TOR,Pascal Siakam,22.088,F,cm,New Mexico State,2017,2020,260,25.5,12.3,5.5,2.2,0.8,0.7,0.506,0.563,0.331,0.763,19.6,0.142
140,2014,NBA,1,6,BOS,Marcus Smart,20.117,G,us,Oklahoma State,2015,2020,384,28.8,9.7,3.5,4,1.6,0.4,0.374,0.435,0.317,0.771,19.5,0.085
141,2015,NBA,1,27,LAL,Larry Nance,22.18,F-C,us,Wyoming,2016,2020,304,23.2,8,6.6,1.7,1.2,0.5,0.537,0.576,0.319,0.696,19.3,0.132
142,2016,NBA,1,11,ORL,Domantas Sabonis,20.056,F-C,us,Gonzaga,2017,2020,281,25.2,11.9,7.8,2.5,0.6,0.4,0.521,0.545,0.317,0.723,19.3,0.131
143,2007,NBA,1,26,HOU,Aaron Brooks,22.17,G,us,Oregon,2008,2018,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.837,19.2,0.069
144,2009,NBA,2,37,SAS,DeJuan Blair,20.069,F-C,us,Pitt,2010,2016,424,16.6,6.8,5.1,0.8,0.7,0.3,0.524,0.526,0,0.608,19,0.129
145,2008,NBA,2,31,MIN,Nikola Pekovi_,22.18,C,me,,2011,2016,271,24.9,12.6,6.7,0.7,0.5,0.6,0.518,0.518,,0.76,18.8,0.134
146,2007,NBA,1,16,WAS,Nick Young,22.032,G-F,us,USC,2008,2019,720,22.8,11.4,2,1,0.5,0.2,0.418,0.446,0.376,0.836,18.6,0.054
147,2007,NBA,2,35,SEA,Glen Davis,21.183,F-C,us,LSU,2008,2015,514,21.1,8,4.4,0.9,0.7,0.3,0.447,0.451,0.182,0.7,18.6,0.082
148,2008,NBA,1,11,IND,Jerryd Bayless,19.315,G,us,Arizona,2009,2019,586,21.3,8.4,2.1,2.9,0.6,0.1,0.411,0.436,0.361,0.818,18.6,0.072
149,2007,NBA,2,37,POR,Josh McRoberts,20.125,F,us,Duke,2008,2018,433,19.1,5.4,3.9,2.1,0.5,0.4,0.463,0.514,0.34,0.705,18.5,0.107
150,2009,NBA,1,12,CHA,Gerald Henderson,21.204,G,us,Duke,2010,2017,535,25.9,11.2,3.2,1.9,0.7,0.3,0.44,0.46,0.327,0.793,18.3,0.063
151,2013,NBA,1,24,NYK,Tim Hardaway,21.108,G,us,Michigan,2014,2020,455,26.2,13.3,2.6,1.9,0.6,0.1,0.42,0.488,0.351,0.815,18.3,0.074
152,2009,NBA,1,28,MIN,Wayne Ellington,21.214,G,us,UNC,2010,2020,673,21,8.1,2.2,1.1,0.5,0.1,0.409,0.446,0.378,0.846,18.1,0.061
153,2014,NBA,2,38,DET,Spencer Dinwiddie,21.086,G,us,Colorado,2015,2020,306,25.6,12.7,2.7,4.9,0.7,0.3,0.411,0.479,0.319,0.793,17.7,0.108
154,2015,NBA,2,40,MIA,Josh Richardson,21.288,G,us,Tennessee,2016,2020,300,30.7,12.4,3.2,2.9,1.1,0.7,0.427,0.472,0.364,0.816,17.6,0.092
155,2014,NBA,1,14,PHO,T.J. Warren,20.299,F,us,NC State,2015,2020,313,28.5,15.1,4.1,1.2,1,0.5,0.503,0.533,0.348,0.773,17.5,0.094
156,2014,NBA,1,19,CHI,Gary Harris,19.29,G,us,Michigan State,2015,2020,358,28.9,12.1,2.6,2.1,1.2,0.2,0.453,0.519,0.357,0.805,17.5,0.081
157,2012,NBA,2,49,ORL,Kyle O'Quinn,22.1,F-C,us,Norfolk State,2013,2020,465,14.2,5.5,4.6,1.3,0.4,1,0.517,0.538,0.228,0.741,17.4,0.126
158,2013,NBA,1,5,PHO,Alex Len,20.016,C,ua,Maryland,2014,2020,452,19.8,8,6.3,0.9,0.4,1,0.493,0.511,0.33,0.69,17.3,0.093
159,2012,NBA,1,17,DAL,Tyler Zeller,22.168,F-C,us,UNC,2013,2019,412,17.6,7,4.4,0.9,0.3,0.6,0.509,0.512,0.286,0.764,17.1,0.113
160,2014,NBA,1,23,UTA,Rodney Hood,21.254,G-F,us,Duke,2015,2020,341,27.3,12.5,2.9,1.9,0.8,0.2,0.426,0.467,0.372,0.839,17.1,0.088
161,2014,NBA,1,30,SAS,Kyle Anderson,20.284,F-G,us,UCLA,2015,2020,348,19.4,5.3,3.9,1.9,1,0.5,0.493,0.525,0.3,0.699,17.1,0.122
162,2015,NBA,2,37,PHI,Richaun Holmes,21.258,F-C,us,Bowling Green,2016,2020,263,18.7,8.4,5,0.9,0.6,1,0.584,0.62,0.257,0.727,16.9,0.166
163,2010,NBA,2,40,IND,Lance Stephenson,19.297,G-F,us,Cincinnati,2011,2019,508,23.4,8.6,4.2,2.9,0.7,0.1,0.444,0.494,0.315,0.685,16.7,0.068
164,2009,NBA,1,8,NYK,Jordan Hill,21.339,C-F,us,Arizona,2010,2017,409,18.8,7.9,5.8,0.8,0.4,0.7,0.497,0.499,0.136,0.699,16.4,0.102
165,2014,NBA,1,16,CHI,Jusuf Nurki_,19.312,C,ba,,2015,2019,310,22.9,11.6,8,1.9,0.8,1.3,0.491,0.498,0.071,0.666,16.4,0.111
166,2016,NBA,2,36,MIL,Malcolm Brogdon,23.2,G,us,Virginia,2017,2020,228,28.6,13.5,3.7,4.3,0.9,0.2,0.473,0.512,0.389,0.898,16.3,0.12
167,2013,NBA,1,17,ATL,Dennis Schröder,19.29,G,de,,2014,2020,485,25.4,14,2.8,4.6,0.8,0.1,0.435,0.473,0.336,0.828,16.2,0.063
168,2010,NBA,1,19,BOS,Avery Bradley,19.215,G,us,Texas,2011,2020,561,28.3,11.8,2.9,1.8,1,0.2,0.437,0.472,0.365,0.779,15.8,0.048
169,2012,NBA,1,11,POR,Meyers Leonard,20.127,C-F,us,Illinois,2013,2020,442,16,5.6,3.9,0.9,0.2,0.3,0.483,0.549,0.392,0.813,15.7,0.106
170,2013,NBA,1,20,CHI,Tony Snell,21.235,G-F,us,New Mexico,2014,2020,492,22.4,6.4,2.3,1.1,0.5,0.2,0.428,0.486,0.387,0.832,15.7,0.068
171,2008,NBA,1,2,MIA,Michael Beasley,19.173,F,us,Kansas State,2009,2019,609,22.8,12.4,4.7,1.3,0.6,0.5,0.465,0.481,0.349,0.759,15.6,0.054
172,2016,NBA,1,7,DEN,Jamal Murray,19.125,G,ca,Kentucky,2017,2020,283,29.1,15.5,3.6,3.6,0.9,0.3,0.438,0.489,0.359,0.882,15.6,0.091
173,2011,NBA,1,12,UTA,Alec Burks,19.343,G,us,Colorado,2012,2020,478,21.9,10.2,3.2,1.8,0.6,0.2,0.42,0.442,0.359,0.79,15.5,0.071
174,2016,NBA,1,9,TOR,Jakob Pöltl,20.257,C,at,Utah,2017,2020,267,16.3,5.4,4.7,1,0.4,1,0.639,0.639,0.5,0.547,15.5,0.171
175,2012,NBA,1,21,BOS,Jared Sullinger,20.121,F,us,Ohio State,2013,2017,269,24.3,10.8,7.5,1.8,0.7,0.6,0.436,0.476,0.272,0.723,15.3,0.113
176,2015,NBA,1,13,PHO,Devin Booker,18.242,G,us,Kentucky,2016,2020,324,33.4,22.2,3.6,4.6,0.8,0.3,0.447,0.491,0.355,0.868,15.3,0.068
177,2015,NBA,1,4,NYK,Kristaps Porzi__is,19.332,F-C,lv,,2016,2020,228,30.9,17.9,7.5,1.4,0.7,2,0.433,0.467,0.358,0.799,15.2,0.103
178,2014,NBA,1,1,CLE,Andrew Wiggins,19.128,F-G,ca,Kansas,2015,2020,445,35.8,19.7,4.3,2.3,1,0.6,0.442,0.471,0.334,0.734,15.1,0.045
179,2010,NBA,2,35,WAS,Nemanja Bjelica,22.051,F,rs,,2016,2020,323,21.5,8,4.7,1.7,0.7,0.4,0.466,0.529,0.398,0.774,15,0.104
180,2012,NBA,2,43,ATL,Mike Scott,23.353,F,us,Virginia,2013,2020,491,16.4,7,3.1,0.9,0.3,0.1,0.457,0.524,0.36,0.763,14.9,0.089
181,2012,NBA,1,18,HOU,Terrence Jones,20.176,F,us,Kentucky,2013,2019,234,23.8,10.4,5.7,1,0.6,1.2,0.501,0.539,0.297,0.621,14.7,0.127
182,2014,NBA,1,10,PHI,Elfrid Payton,20.129,G,us,LA-Lafayette,2015,2020,378,29.3,11,4.4,6.6,1.3,0.4,0.452,0.478,0.295,0.624,14.6,0.063
183,2011,NBA,2,55,BOS,E'Twaun Moore,22.123,G-F,us,Purdue,2012,2020,557,21.5,8.2,2,1.8,0.7,0.2,0.456,0.489,0.39,0.734,14.3,0.057
184,2007,NBA,1,24,PHO,Rudy Fernández,22.09,G,es,,2009,2012,249,24,9.1,2.4,2.2,1,0.2,0.399,0.463,0.36,0.84,14.2,0.114
185,2007,NBA,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State,2008,2019,616,16.3,6.1,3.4,0.7,0.3,0.7,0.468,0.479,0.333,0.783,14.1,0.067
186,2011,NBA,1,2,MIN,Derrick Williams,20.034,F,us,Arizona,2012,2018,428,20.7,8.9,4,0.7,0.5,0.3,0.434,0.484,0.3,0.71,14.1,0.076
187,2015,NBA,1,20,TOR,Delon Wright,23.065,G,us,Utah,2016,2020,251,19.6,7.4,3,2.8,1,0.4,0.449,0.497,0.339,0.791,14,0.137
188,2009,NBA,2,44,DET,Chase Budinger,21.039,F,us,Arizona,2010,2016,407,19.7,7.9,3,1.2,0.5,0.2,0.43,0.486,0.352,0.797,13.9,0.083
189,2011,NBA,2,50,PHI,Lavoy Allen,22.144,F-C,us,Temple,2012,2017,388,17.8,4.8,4.8,1,0.3,0.6,0.471,0.474,0.133,0.682,13.8,0.096
190,2012,NBA,2,32,WAS,Tomá_ Satoransk_,20.247,G,cz,,2017,2020,265,23,7.4,3,4,0.9,0.2,0.476,0.52,0.378,0.818,13.8,0.108
191,2013,NBA,2,31,CLE,Allen Crabbe,21.084,G-F,us,California,2014,2020,380,24,9.1,2.8,1.1,0.6,0.3,0.425,0.471,0.387,0.831,13.8,0.073
192,2014,NBA,2,33,CLE,Joe Harris,22.299,G,us,Virginia,2015,2020,314,24,10.1,3.1,1.6,0.5,0.2,0.474,0.538,0.423,0.787,13.8,0.087
193,2014,NBA,2,46,WAS,Jordan Clarkson,22.024,G,us,Missouri,2015,2020,435,27.1,14.8,3.2,2.6,0.9,0.1,0.447,0.5,0.342,0.818,13.8,0.056
194,2013,NBA,2,50,ATL,James Ennis,23.002,F,us,Cal State Long Beach,2015,2020,329,19.8,6.4,3.2,0.9,0.6,0.3,0.455,0.534,0.356,0.791,13.6,0.1
195,2011,NBA,2,40,MIL,Jon Leuer,22.045,F,us,Wisconsin,2012,2019,377,15.8,6.4,3.8,0.8,0.4,0.3,0.484,0.52,0.328,0.767,13.2,0.107
196,2014,NBA,1,11,DEN,Doug McDermott,22.18,F,us,Creighton,2015,2020,396,20,8.2,2.2,0.8,0.2,0.1,0.464,0.505,0.412,0.822,13.1,0.08
197,2014,NBA,1,12,ORL,Dario _ari_,20.084,F,hr,,2017,2020,288,26.6,12.2,6.2,2.1,0.6,0.2,0.434,0.496,0.352,0.837,13.1,0.082
198,2016,NBA,1,3,BOS,Jaylen Brown,19.247,F-G,us,California,2017,2020,266,25.9,12.7,4.4,1.4,0.8,0.3,0.471,0.527,0.369,0.68,13,0.09
199,2011,NBA,1,17,NYK,Iman Shumpert,21.002,G,us,Georgia Tech,2012,2020,459,25,7.2,3.3,1.8,1.1,0.3,0.392,0.438,0.338,0.764,12.9,0.054
200,2013,NBA,2,44,DAL,Mike Muscala,22.002,F-C,us,Bucknell,2014,2020,344,15.5,5.6,3.2,0.9,0.4,0.5,0.461,0.545,0.364,0.839,12.9,0.116
201,2014,NBA,1,2,MIL,Jabari Parker,19.108,F,us,Duke,2015,2020,279,29.3,15.1,5.8,2.1,0.9,0.4,0.492,0.529,0.324,0.738,12.9,0.075
202,2013,NBA,1,26,MIN,Andre Roberson,21.211,G-F,us,Colorado,2014,2018,295,22.5,4.6,4,0.9,0.9,0.7,0.482,0.609,0.257,0.467,12.7,0.092
203,2010,NBA,1,28,MEM,Greivis Vásquez,23.165,G,ve,Maryland,2011,2017,401,23.7,9,2.5,4.8,0.6,0.1,0.418,0.456,0.349,0.817,12.6,0.064
204,2016,NBA,1,6,NOP,Buddy Hield,23.194,G,bs,Oklahoma,2017,2020,298,28,15.9,4.2,2.2,0.8,0.3,0.443,0.475,0.41,0.864,12.6,0.072
205,2015,NBA,1,9,CHO,Frank Kaminsky,22.087,F-C,us,Wisconsin,2016,2020,314,22.2,9.9,4.1,1.7,0.5,0.4,0.423,0.474,0.349,0.749,12.4,0.085
206,2008,NBA,1,27,NOH,Darrell Arthur,20.098,F,us,Kansas,2009,2018,503,17.8,6.5,3.5,0.8,0.6,0.6,0.444,0.46,0.352,0.765,12.3,0.066
207,2011,NBA,2,42,IND,D_vis Bert_ns,18.227,F,lv,,2017,2020,264,18.2,7.7,2.7,1.1,0.4,0.4,0.442,0.529,0.41,0.854,12.3,0.123
208,2014,NBA,1,13,MIN,Zach LaVine,19.113,G,us,UCLA,2015,2020,348,30.7,17.5,3.6,3.6,0.9,0.3,0.447,0.483,0.377,0.824,12.2,0.055
209,2009,NBA,1,29,LAL,Toney Douglas,23.107,G,us,Florida State,2010,2017,394,19.1,7.6,2.2,2.3,0.9,0.1,0.404,0.448,0.354,0.824,12.1,0.077
210,2015,NBA,1,15,ATL,Kelly Oubre,19.203,F,us,Kansas,2016,2020,345,24,10.8,4.1,0.9,0.9,0.5,0.432,0.504,0.33,0.781,12.1,0.07
211,2015,NBA,1,16,BOS,Terry Rozier,21.105,G,us,Louisville,2016,2020,325,22.3,9.3,3.7,2.6,0.8,0.2,0.391,0.416,0.363,0.808,12.1,0.08
212,2015,NBA,1,23,POR,Rondae Hollis-Jefferson,20.178,F,us,Arizona,2016,2020,277,23,9.5,5.7,1.9,1,0.5,0.448,0.472,0.215,0.737,11.9,0.089
213,2008,NBA,1,13,POR,Brandon Rush,22.36,G-F,us,Kansas,2009,2017,481,22,6.8,2.9,1,0.5,0.5,0.426,0.447,0.402,0.706,11.2,0.051
214,2011,NBA,1,8,DET,Brandon Knight,19.208,G,us,Kentucky,2012,2020,438,29.5,14.1,3.1,4,0.9,0.2,0.411,0.445,0.352,0.807,11.2,0.041
215,2013,NBA,1,9,MIN,Trey Burke,20.232,G,us,Michigan,2014,2020,386,22.9,10.5,2,3.5,0.6,0.1,0.41,0.446,0.343,0.798,11.1,0.06
216,2015,NBA,1,24,CLE,Tyus Jones,19.05,G,us,Duke,2016,2020,301,17.9,5.4,1.5,3.5,1,0.1,0.431,0.473,0.343,0.813,10.8,0.096
217,2010,NBA,1,4,MIN,Wesley Johnson,22.354,F-G,us,Syracuse,2011,2019,609,22.1,7,3.2,1.1,0.8,0.7,0.404,0.46,0.337,0.741,10.7,0.038
218,2012,NBA,1,10,NOH,Austin Rivers,19.336,G,us,Duke,2013,2020,534,24.5,9.1,2.1,2.3,0.7,0.2,0.417,0.462,0.346,0.641,10.7,0.039
219,2012,NBA,1,26,IND,Miles Plumlee,23.306,C-F,us,Duke,2013,2019,346,16.4,4.9,4.5,0.5,0.4,0.7,0.542,0.542,,0.543,10.6,0.09
220,2015,NBA,2,46,MIL,Norman Powell,22.036,G,us,UCLA,2016,2020,293,18.3,8.2,2.3,1.3,0.7,0.2,0.454,0.524,0.358,0.815,10.6,0.095
221,2010,NBA,2,39,NYK,Landry Fields,22.002,F,us,Stanford,2011,2015,255,23.6,6.8,4.3,1.6,0.8,0.2,0.473,0.52,0.332,0.666,10.5,0.084
222,2013,NBA,1,23,IND,Solomon Hill,22.107,F,us,Arizona,2014,2020,353,22.1,5.9,3.2,1.6,0.7,0.2,0.397,0.448,0.338,0.798,10.5,0.064
223,2010,NBA,1,6,GSW,Ekpe Udoh,23.041,C-F,us,Baylor,2011,2019,384,14.8,3.5,2.9,0.7,0.5,1.1,0.453,0.455,0,0.718,10.4,0.088
224,2010,NBA,1,15,MIL,Larry Sanders,21.22,C-F,us,Virginia Commonwealth,2011,2017,238,19.5,6.4,5.7,0.7,0.6,1.8,0.48,0.481,0,0.553,10.3,0.107
225,2011,NBA,2,34,WAS,Shelvin Mack,21.067,G,us,Butler,2012,2019,456,18.4,6.6,2,3.1,0.7,0.1,0.423,0.47,0.33,0.731,10.3,0.059
226,2015,NBA,1,22,CHI,Bobby Portis,20.14,F,us,Arkansas,2016,2020,304,20.3,10.1,6,1.2,0.5,0.3,0.453,0.487,0.358,0.751,10.3,0.08
227,2015,NBA,1,30,GSW,Kevon Looney,19.144,F-C,us,UCLA,2016,2020,219,13.9,4.4,3.7,0.9,0.5,0.6,0.577,0.597,0.182,0.596,10.3,0.163
228,2013,NBA,1,25,LAC,Reggie Bullock,22.109,G-F,us,UNC,2014,2020,293,19.7,7,2.1,1.1,0.5,0.1,0.43,0.492,0.386,0.831,10.2,0.085
229,2011,NBA,2,33,DET,Kyle Singler,23.055,F,us,Duke,2013,2018,356,21.9,6.5,2.9,0.8,0.6,0.3,0.418,0.458,0.362,0.786,10,0.062
230,2016,NBA,2,32,LAL,Ivica Zubac,19.102,C,ba,,2017,2020,195,15.6,7.2,5.3,0.9,0.2,0.8,0.558,0.561,0,0.751,9.9,0.156
231,2010,NBA,1,26,OKC,Quincy Pondexter,22.111,G-F,us,Washington,2011,2019,355,15.6,4.5,1.8,0.7,0.3,0.1,0.423,0.475,0.356,0.746,9.7,0.084
232,2010,NBA,1,11,NOH,Cole Aldrich,21.241,C,us,Kansas,2011,2018,339,10,3.1,3.3,0.5,0.4,0.7,0.527,0.527,,0.738,9.6,0.135
233,2015,NBA,1,12,UTA,Trey Lyles,19.237,F,ca,Kentucky,2016,2020,342,17.7,7.3,4.2,1.1,0.4,0.3,0.431,0.497,0.334,0.704,9.6,0.076
234,2014,NBA,1,9,CHH,Noah Vonleh,18.311,F,us,Indiana,2015,2020,329,17.2,5,5.3,0.8,0.4,0.4,0.459,0.5,0.31,0.692,9.3,0.079
235,2015,NBA,2,41,BRK,Pat Connaughton,22.175,G,us,Notre Dame,2016,2020,266,15.5,4.7,2.7,1.2,0.3,0.3,0.442,0.555,0.343,0.78,9.1,0.106
236,2016,NBA,1,2,LAL,Brandon Ingram,18.299,F,us,Duke,2017,2020,237,32.1,16.1,5.1,3.2,0.7,0.6,0.462,0.492,0.36,0.716,9.1,0.057
237,2012,NBA,1,4,CLE,Dion Waiters,20.206,G,us,Syracuse,2013,2020,412,28.3,13.2,2.7,2.8,0.9,0.3,0.412,0.442,0.348,0.692,8.7,0.036
238,2012,NBA,2,37,TOR,Quincy Acy,21.271,F-C,us,Baylor,2013,2019,337,16,4.9,3.5,0.6,0.4,0.4,0.444,0.506,0.35,0.759,8.7,0.078
239,2013,NBA,1,14,UTA,Shabazz Muhammad,20.231,F-G,us,UCLA,2014,2018,278,17.2,9,2.8,0.5,0.3,0.1,0.473,0.51,0.319,0.751,8.5,0.085
240,2015,NBA,1,19,WAS,Jerian Grant,22.264,G,us,Notre Dame,2016,2019,273,18,6.1,1.9,2.9,0.7,0.1,0.412,0.465,0.324,0.771,8.3,0.081
241,2010,NBA,2,55,UTA,Jeremy Evans,22.249,F,us,Western Kentucky,2011,2018,250,10.5,3.5,2.6,0.4,0.4,0.5,0.569,0.583,0.231,0.687,8.2,0.15
242,2015,NBA,1,2,LAL,D'Angelo Russell,19.127,G,us,Ohio State,2016,2020,307,28.9,17.3,3.7,5.2,1.1,0.2,0.421,0.468,0.358,0.768,8.2,0.044
243,2015,NBA,2,35,PHI,Willy Hernangómez,21.034,C,es,,2017,2020,202,14.3,6.9,5.4,1,0.4,0.4,0.53,0.547,0.337,0.681,8.2,0.136
244,2014,NBA,1,24,CHH,Shabazz Napier,22.353,G,us,UConn,2015,2020,329,16.9,6.8,1.9,2.4,0.8,0.1,0.395,0.444,0.345,0.815,8,0.069
245,2015,NBA,1,10,MIA,Justise Winslow,19.095,F,us,Duke,2016,2020,241,28.4,9,5.4,2.7,0.9,0.4,0.417,0.447,0.337,0.646,7.8,0.054
246,2008,NBA,1,20,CHA,Alexis Ajinça,20.056,C-F,fr,,2009,2017,293,13.3,5.3,3.9,0.5,0.3,0.6,0.503,0.51,0.286,0.797,7.5,0.093
247,2007,NBA,1,1,POR,Greg Oden,19.162,C,us,Ohio State,2009,2014,105,19.3,8,6.2,0.5,0.4,1.2,0.574,0.574,,0.658,7.3,0.174
248,2010,NBA,1,16,MIN,Luke Babbitt,21.009,F,us,Nevada,2011,2018,381,14,4.8,2.2,0.6,0.2,0.2,0.408,0.417,0.402,0.747,7.2,0.065
249,2014,NBA,1,27,PHO,Bogdan Bogdanovi_,21.317,G,rs,,2018,2020,191,27.9,13.2,3.2,3.5,1,0.2,0.431,0.482,0.372,0.802,7.2,0.064
250,2011,NBA,1,20,MIN,Donatas Motiej_nas,20.281,F-C,lt,,2013,2019,251,18.2,7.3,3.8,1.1,0.5,0.3,0.469,0.529,0.3,0.597,7.1,0.075
251,2013,NBA,1,7,SAC,Ben McLemore,20.141,G,us,Kansas,2014,2020,422,23.7,9,2.4,1.1,0.7,0.2,0.419,0.477,0.359,0.78,7.1,0.034
252,2014,NBA,2,40,MIN,Glenn Robinson,20.174,G-F,us,Michigan,2015,2020,269,17.4,5.9,2.6,0.8,0.5,0.2,0.457,0.499,0.374,0.761,7,0.072
253,2013,NBA,2,39,POR,Jeff Withey,23.118,C,us,Kansas,2014,2018,206,10.1,3.2,2.5,0.3,0.3,0.8,0.525,0.537,0.143,0.716,6.8,0.157
254,2013,NBA,1,11,PHI,Michael Carter-Williams,21.266,G,us,Syracuse,2014,2020,347,25.4,10.5,4.4,4.5,1.3,0.6,0.401,0.435,0.252,0.706,6.4,0.035
255,2015,NBA,1,3,PHI,Jahlil Okafor,19.197,C-F,us,Duke,2016,2020,217,20.4,11,5,1,0.3,0.9,0.536,0.539,0.235,0.674,6.4,0.069
256,2009,NBA,2,31,SAC,Jeff Ayres,22.063,F,us,Arizona State,2010,2016,237,9.8,2.9,2.7,0.4,0.2,0.3,0.553,0.554,0.4,0.776,6.3,0.131
257,2010,NBA,1,27,NJN,Jordan Crawford,21.249,G,us,Xavier,2011,2018,281,24.4,12.2,2.5,3.1,0.7,0.1,0.411,0.458,0.317,0.826,6.3,0.044
258,2007,NBA,2,49,CHI,Aaron Gray,22.208,C,us,Pitt,2008,2014,318,12.1,3.4,3.7,0.7,0.3,0.3,0.509,0.511,0,0.562,6.2,0.077
259,2016,NBA,1,10,MIL,Thon Maker,19.123,F-C,ss,,2017,2020,247,13.9,4.6,2.7,0.6,0.4,0.7,0.436,0.514,0.327,0.674,6.2,0.087
260,2016,NBA,2,33,LAC,Cheick Diallo,19.288,F,ml,Kansas,2017,2020,171,12.3,5.4,4.3,0.4,0.3,0.4,0.601,0.603,0.333,0.767,6.2,0.143
261,2007,NBA,1,14,LAC,Al Thornton,23.209,F,us,Florida State,2008,2011,296,28,11.9,4.2,1.2,0.6,0.5,0.452,0.467,0.293,0.747,6.1,0.035
262,2013,NBA,1,16,BOS,Lucas Nogueira,20.341,C,br,,2015,2018,141,12.4,3.2,2.8,0.5,0.6,1,0.632,0.681,0.265,0.64,6,0.165
263,2010,NBA,1,17,CHI,Kevin Séraphin,20.204,F,gf,,2011,2017,423,15.2,5.9,3.5,0.6,0.2,0.7,0.489,0.491,0,0.715,5.9,0.044
264,2012,NBA,1,30,GSW,Festus Ezeli,22.256,C,ng,Vanderbilt,2013,2016,170,14.1,4.2,4.3,0.4,0.3,1,0.513,0.513,,0.557,5.9,0.119
265,2012,NBA,2,46,NOH,Darius Miller,22.105,F,us,Kentucky,2013,2019,253,20.4,6,1.7,1.4,0.4,0.2,0.418,0.495,0.382,0.83,5.9,0.055
266,2016,NBA,1,20,IND,Caris LeVert,21.308,G-F,us,Michigan,2017,2020,196,25.1,11.7,3.6,3.4,1,0.3,0.43,0.48,0.337,0.707,5.9,0.057
267,2008,NBA,1,14,GSW,Anthony Randolph,18.351,F,de,LSU,2009,2014,252,15.2,7.1,4.3,0.7,0.6,0.9,0.453,0.466,0.241,0.74,5.8,0.072
268,2016,NBA,1,19,DEN,Malik Beasley,19.214,G,us,Florida State,2017,2020,209,16.6,7.6,1.8,0.9,0.5,0.1,0.443,0.509,0.384,0.809,5.8,0.08
269,2016,NBA,1,12,UTA,Taurean Waller-Prince,22.099,F,us,Baylor,2017,2020,249,26.4,11.6,4.3,2,0.9,0.4,0.416,0.46,0.371,0.816,5.6,0.041
270,2016,NBA,1,29,SAS,Dejounte Murray,19.282,G,us,Washington,2017,2020,169,19.5,7.7,4.7,2.8,1.1,0.3,0.458,0.471,0.351,0.735,5.6,0.082
271,2016,NBA,1,15,DEN,Juan Hernangómez,20.274,F,es,,2017,2020,194,15.4,4.9,3.2,0.6,0.4,0.2,0.423,0.512,0.352,0.745,5.5,0.089
272,2008,NBA,2,40,NJN,Chris Douglas-Roberts,21.175,G,us,Memphis,2009,2015,222,19.7,7.1,2.1,1.1,0.6,0.2,0.439,0.465,0.329,0.831,5.4,0.059
273,2015,NBA,1,18,HOU,Sam Dekker,21.055,F,us,Wisconsin,2016,2019,200,15.5,5.5,3,0.8,0.5,0.2,0.478,0.57,0.288,0.606,5.4,0.083
274,2009,NBA,2,36,MEM,Sam Young,24.03,F,us,Pitt,2010,2013,249,15.9,5.8,2.3,0.7,0.5,0.2,0.442,0.468,0.28,0.742,5.2,0.063
275,2013,NBA,2,47,ATL,Raul Neto,21.044,G,br,,2016,2020,243,13.6,4.6,1.3,1.8,0.5,0.1,0.443,0.481,0.377,0.776,5.2,0.075
276,2013,NBA,2,55,MEM,Joffrey Lauvergne,21.276,C-F,fr,,2015,2018,208,13.6,5.6,3.8,0.9,0.3,0.2,0.479,0.52,0.285,0.719,5.2,0.089
