Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
417,2014,NBA,2,43,ATL,Edy Tavares,22.101,C,cv,,2016,2017,13,7.8,2.5,2.5,0.3,0.1,0.9,0.625,0.625,,0.273,0.2,0.118
418,2014,NBA,2,51,NYK,Thanasis Antetokounmpo,21.348,F,gr,,2016,2020,17,3.9,2.1,0.5,0.4,0.1,0.1,0.593,0.696,0,0.444,0.2,0.124
419,2016,NBA,2,45,BOS,Demetrius Jackson,21.295,G,us,Notre Dame,2017,2019,26,5.2,1.8,0.7,0.7,0.3,0,0.486,0.609,0.286,0.667,0.2,0.087
420,2016,NBA,2,60,UTA,Tyrone Wallace,22.019,G,us,California,2018,2020,106,15.5,5.2,2.2,1.2,0.5,0.2,0.425,0.463,0.203,0.671,0.2,0.006
421,2007,NBA,1,19,LAL,Javaris Crittenton,19.184,G,us,Georgia Tech,2008,2009,113,16.4,5.3,2.4,1.8,0.5,0.1,0.442,0.466,0.231,0.638,0.1,0.002
422,2007,NBA,2,42,POR,Derrick Byars,23.069,F,us,Vanderbilt,2012,2012,2,18.5,5,5.5,0.5,1,0,0.273,0.6,0,1,0.1,0.147
423,2008,NBA,1,30,BOS,J.R. Giddens,23.139,G,us,New Mexico,2009,2010,38,6.5,1.9,1.4,0.3,0.3,0.1,0.476,0.566,0,0.565,0.1,0.027
424,2010,NBA,2,57,IND,Ryan Reid,23.243,F,us,Florida State,2012,2012,5,3.4,1.6,0.4,0,0,0,0.8,0.8,,,0.1,0.142
425,2011,NBA,2,47,LAC,Travis Leslie,21.091,G,us,Georgia,2012,2012,10,4.5,1.4,0.9,0.5,0.2,0.2,0.357,0.357,,0.444,0.1,0.06
426,2012,NBA,2,42,MIL,Doron Lamb,20.24,G,us,Kentucky,2013,2014,100,12.7,3.5,1,0.8,0.2,0,0.381,0.372,0.394,0.7,0.1,0.005
427,2013,NBA,2,46,UTA,Erick Green,22.055,G,us,Virginia Tech,2015,2016,52,8.7,3.1,0.7,0.8,0.3,0,0.377,0.415,0.288,0.857,0.1,0.011
428,2014,NBA,1,28,LAC,C.J. Wilcox,23.184,G,us,Washington,2015,2017,66,5.7,2,0.5,0.5,0.2,0.1,0.37,0.397,0.333,0.813,0.1,0.007
429,2014,NBA,2,48,MIL,Lamar Patterson,22.324,G-F,us,Pitt,2016,2017,40,10.9,2.3,1.4,1.1,0.3,0.1,0.326,0.45,0.236,0.72,0.1,0.006
430,2014,NBA,2,55,MIA,Semaj Christon,21.242,G,us,Xavier,2017,2017,64,15.2,2.9,1.4,2,0.4,0.1,0.345,0.406,0.19,0.548,0.1,0.006
431,2016,NBA,1,25,LAC,Brice Johnson,22.002,F,us,UNC,2017,2018,21,5.1,2.2,1.6,0.1,0.5,0.3,0.449,0.458,0,0.6,0.1,0.062
432,2016,NBA,2,37,HOU,Chinanu Onuaku,19.239,F-C,us,Louisville,2017,2018,6,12.3,3,2.3,0.7,0.5,0.2,0.583,0.583,,1,0.1,0.043
433,2007,NBA,1,25,UTA,Morris Almond,22.151,G,us,Rice University,2008,2012,38,9.5,3.1,1.2,0.3,0.3,0.1,0.381,0.404,0.292,0.743,0,0.005
434,2007,NBA,2,36,GSW,Jermareo Davidson,22.23,F,us,Alabama,2008,2009,52,8.3,3.1,1.8,0.3,0.2,0.3,0.425,0.425,,0.578,0,0
435,2007,NBA,2,51,CHI,JamesOn Curry,21.177,G,us,Oklahoma State,2010,2010,1,0,0,0,0,0,0,,,,,0,
436,2008,NBA,2,39,CHI,Sonny Weems,21.359,G-F,us,Arkansas,2009,2016,183,18.2,6.5,2.2,1.4,0.5,0.2,0.465,0.487,0.283,0.702,0,0.001
437,2008,NBA,2,42,SAC,Sean Singletary,22.299,G,us,Virginia,2009,2009,37,8.2,2.4,0.9,0.8,0.3,0,0.365,0.35,0.4,0.857,0,0.006
438,2008,NBA,2,58,LAL,Joe Crawford,22.015,F,us,Kentucky,2009,2009,2,11.5,4.5,2,0.5,0.5,0,0.3,0.333,0.25,1,0,0.037
439,2009,NBA,2,48,PHO,Taylor Griffin,23.074,F,us,Oklahoma,2010,2010,8,4,1.3,0.3,0.1,0,0.3,0.4,0.5,0,0.5,0,-0.039
440,2010,NBA,1,24,ATL,Damion James,22.266,G-F,us,Texas,2011,2014,39,16,3.8,3.4,0.7,0.6,0.5,0.415,0.433,0,0.667,0,-0.001
441,2010,NBA,2,46,PHO,Gani Lawal,21.234,F,us,Georgia Tech,2011,2011,1,2,0,0,0,0,0,,,,,0,-0.009
442,2010,NBA,2,50,DAL,Solomon Alabi,22.1,C,ng,Florida State,2011,2012,26,7,1.5,2.3,0.2,0.2,0.4,0.314,0.314,,0.7,0,0.01
443,2010,NBA,2,53,ATL,Pape Sy,22.085,F,fr,,2011,2011,3,7,2.3,1,0.7,0.3,0,0.333,0.4,0,1,0,-0.047
444,2010,NBA,2,56,MIN,Hamady N'Diaye,23.169,C,sn,Rutgers University,2011,2014,33,4.8,0.6,0.8,0.1,0.1,0.3,0.467,0.467,,0.462,0,0.013
445,2011,NBA,2,37,LAC,Trey Thompkins,21.039,F,us,Georgia,2012,2012,24,5,2.4,1,0.1,0.1,0.1,0.393,0.417,0.308,0.714,0,0.004
446,2011,NBA,2,46,LAL,Andrew Goudelock,22.203,G,us,College of Charleston,2012,2016,49,9.7,4,0.7,0.5,0.2,0,0.393,0.429,0.345,0.875,0,0.003
447,2011,NBA,2,48,ATL,Keith Benson,22.319,C,us,Oakland,2012,2012,3,3,0,1,0,0,0,0,0,,,0,-0.005
448,2012,NBA,1,16,HOU,Royce White,21.085,F,us,Iowa State,2014,2014,3,3,0,0,0,0,0,0,0,,,0,-0.121
449,2012,NBA,1,22,BOS,Fab Melo,22.014,C,br,Syracuse,2013,2013,6,6,1.2,0.5,0,0.3,0.3,0.5,0.5,,0.25,0,0.021
450,2013,NBA,2,33,CLE,Carrick Felix,22.32,G,us,Arizona State,2014,2014,7,5.4,2.7,0.9,0.6,0,0,0.5,0.556,0.4,0.75,0,0.057
451,2013,NBA,2,41,MEM,Jamaal Franklin,21.347,G,us,San Diego State,2014,2015,24,7.3,1.8,1,0.4,0.2,0.1,0.415,0.393,0.462,1,0,-0.006
452,2013,NBA,2,42,PHI,Pierre Jackson,21.308,G,us,Baylor,2017,2017,8,10.5,4.4,1.1,2.4,0.3,0,0.333,0.357,0.273,0.857,0,0.021
453,2015,NBA,2,56,NOP,Branden Dawson,22.149,F,us,Michigan State,2016,2016,6,4.8,0.8,0.7,0,0,0.2,0.4,0.4,,1,0,0.069
454,2016,NBA,2,41,ORL,Stephen Zimmerman,19.292,C,us,UNLV,2017,2017,19,5.7,1.2,1.8,0.2,0.1,0.3,0.323,0.323,,0.6,0,-0.005
455,2016,NBA,2,46,DAL,A.J. Hammons,23.306,C,us,Purdue,2017,2017,22,7.4,2.2,1.6,0.2,0,0.6,0.405,0.375,0.5,0.45,0,-0.001
456,2016,NBA,2,48,CHI,Paul Zipser,22.131,G-F,de,,2017,2018,98,17,4.7,2.6,0.8,0.4,0.3,0.371,0.402,0.335,0.769,0,-0.001
457,2016,NBA,2,55,BRK,Marcus Paige,22.291,G,us,UNC,2018,2018,5,5.6,2.4,0.8,0.6,0,0,0.286,0.333,0.25,1,0,-0.006
458,2016,NBA,2,56,DEN,Daniel Hamilton,20.325,G-F,us,UConn,2018,2019,25,9.3,2.8,2.1,1.2,0.3,0,0.394,0.419,0.357,0.5,0,0
459,2007,NBA,2,33,SAS,Marcus Williams,20.227,F,us,Arizona,2008,2009,13,3,1.1,0.9,0.2,0.1,0.1,0.318,0.318,,,-0.1,-0.084
460,2007,NBA,2,40,LAL,Sun Yue,21.239,G,cn,,2009,2009,10,2.8,0.6,0,0.2,0.1,0.1,0.273,0.6,0,,-0.1,-0.226
461,2007,NBA,2,52,POR,Taurean Green,20.217,G,us,Florida,2008,2008,17,4.4,1.6,0.6,0.6,0.1,0,0.28,0.357,0.182,0.917,-0.1,-0.066
462,2008,NBA,2,32,SEA,Walter Sharpe,21.349,F,us,University of Alabama at Birmingham,2009,2009,8,2.5,1,0.4,0,0,0.3,0.364,0.444,0,0,-0.1,-0.131
463,2008,NBA,2,43,SAC,Patrick Ewing,24.043,F,us,Georgetown,2011,2011,7,2.7,0.4,0.3,0.3,0,0.1,0,0,0,0.75,-0.1,-0.158
464,2009,NBA,2,35,DET,DaJuan Summers,21.158,F,us,Georgetown,2010,2013,83,9.9,3.3,1,0.3,0.2,0.1,0.384,0.392,0.367,0.642,-0.1,-0.008
465,2010,NBA,2,31,NJN,Tibor Pleiß,20.239,C,de,,2016,2016,12,6.8,2,1.3,0.2,0.1,0.2,0.44,0.478,0,1,-0.1,-0.041
466,2010,NBA,2,34,POR,Armon Johnson,21.126,G,us,Nevada,2011,2012,47,8.5,3.3,1,1.2,0.2,0,0.458,0.465,0.4,0.679,-0.1,-0.015
467,2011,NBA,2,35,SAC,Tyler Honeycutt,20.348,F,us,UCLA,2012,2013,24,5,1.2,1,0.4,0.2,0.2,0.314,0.333,0.2,0.714,-0.1,-0.049
468,2012,NBA,2,38,DEN,Quincy Miller,19.227,F,us,Baylor,2013,2015,69,13.5,4.3,2.4,0.5,0.4,0.5,0.35,0.383,0.292,0.706,-0.1,-0.003
469,2012,NBA,2,51,BOS,Kris Joseph,23.199,F,ca,Syracuse,2013,2013,10,5.4,0.9,0.7,0.1,0.3,0,0.143,0.182,0,0.625,-0.1,-0.127
470,2013,NBA,2,40,POR,Grant Jerrett,19.359,F,us,Arizona,2015,2015,8,6.4,2,1.1,0.4,0.3,0.3,0.269,0.545,0.067,1,-0.1,-0.128
471,2013,NBA,2,49,CHI,Erik Murphy,22.25,F,fr,Florida,2014,2014,24,2.6,0.3,0.3,0.1,0,0.2,0.231,0.3,0,,-0.1,-0.055
472,2014,NBA,2,31,MIL,Damien Inglis,19.042,F,gf,,2016,2016,20,7.8,1.8,1.6,0.5,0.3,0.2,0.351,0.417,0.231,0.875,-0.1,-0.024
473,2014,NBA,2,42,HOU,Nick Johnson,21.191,G,us,Arizona,2015,2015,28,9.4,2.6,1.4,0.4,0.3,0.1,0.347,0.389,0.238,0.68,-0.1,-0.02
474,2014,NBA,2,49,CHI,Cameron Bairstow,23.207,F-C,au,New Mexico,2015,2016,36,4.6,1.2,1,0.2,0.1,0.1,0.296,0.306,0.2,0.846,-0.1,-0.021
475,2015,NBA,1,7,DEN,Emmanuel Mudiay,19.116,G,cd,,2016,2020,291,24.2,11.1,3,3.9,0.7,0.3,0.4,0.43,0.324,0.741,-0.1,-0.001
476,2016,NBA,1,22,CHO,Malachi Richardson,20.175,G,us,Syracuse,2017,2019,70,8.9,2.8,1,0.3,0.2,0,0.358,0.415,0.301,0.783,-0.1,-0.009
477,2016,NBA,2,40,NOP,Diamond Stone,19.138,C,us,Maryland,2017,2017,7,3.4,1.4,0.9,0,0,0.1,0.231,0.231,,1,-0.1,-0.211
478,2016,NBA,2,49,DET,Michael Gbinije,24.024,G,us,Syracuse,2017,2017,9,3.6,0.4,0.3,0.2,0,0,0.1,0.167,0,1,-0.1,-0.136
479,2016,NBA,2,51,BOS,Ben Bentil,21.092,F,gh,Providence,2017,2017,3,3.3,0,0.7,0,0,0,0,0,0,,-0.1,-0.473
480,2007,NBA,2,53,POR,Demetris Nichols,22.302,F,us,Syracuse,2008,2009,18,3.2,1.2,0.4,0.1,0,0.2,0.281,0.353,0.2,0.5,-0.2,-0.203
481,2007,NBA,2,59,PHO,D.J. Strawberry,22.018,G,us,Maryland,2008,2008,33,8.2,2.2,0.8,0.9,0.4,0.2,0.315,0.343,0.24,0.474,-0.2,-0.031
482,2009,NBA,1,11,NJN,Terrence Williams,22.003,F,us,Louisville,2010,2013,153,19.1,7.1,3.6,2.4,0.5,0.1,0.412,0.432,0.317,0.659,-0.2,-0.004
483,2010,NBA,1,21,OKC,Craig Brackins,22.264,F,us,Iowa State,2011,2012,17,7.1,1.8,1.1,0.5,0.1,0.1,0.265,0.286,0.214,0.5,-0.2,-0.089
484,2010,NBA,2,37,MIL,Darington Hobson,22.274,G,us,New Mexico,2012,2012,5,7.8,0.8,0.6,1.2,0,0,0.154,0.286,0,,-0.2,-0.225
485,2010,NBA,2,38,NYK,Andy Rautins,23.24,G,us,Syracuse,2011,2011,5,4.8,1.6,0.2,0.6,0.2,0,0.429,0.667,0.25,0.5,-0.2,-0.314
486,2012,NBA,2,54,PHI,Tornike Shengelia,20.272,F,ge,,2013,2014,45,5.5,1.3,0.9,0.4,0.1,0,0.451,0.512,0.125,0.5,-0.2,-0.032
487,2013,NBA,2,35,PHI,Glen Rice,22.183,G,us,Georgia Tech,2014,2015,16,9.5,2.7,1.5,0.6,0.4,0.1,0.269,0.286,0.25,0.692,-0.2,-0.065
488,2013,NBA,2,52,MIN,Lorenzo Brown,22.311,G,us,NC State,2014,2019,103,11.5,2.8,1.5,1.8,0.6,0.1,0.364,0.453,0.17,0.707,-0.2,-0.007
489,2013,NBA,2,56,DET,Peyton Siva,22.252,G,us,Louisville,2014,2014,24,9.3,2.3,0.6,1.4,0.4,0,0.316,0.344,0.28,0.733,-0.2,-0.032
490,2014,NBA,2,47,PHI,Russ Smith,23.074,G,us,Louisville,2015,2016,27,4.9,2,0.6,0.7,0.3,0,0.319,0.387,0.188,0.769,-0.2,-0.068
491,2015,NBA,2,34,LAL,Anthony Brown,22.263,F-G,us,Stanford,2016,2018,41,18.6,3.9,2.5,0.7,0.5,0.1,0.328,0.38,0.286,0.85,-0.2,-0.016
492,2016,NBA,2,43,HOU,Zhou Qi,20.164,F-C,cn,,2018,2019,19,6.6,1.3,1.2,0.1,0.1,0.7,0.212,0.357,0.105,0.667,-0.2,-0.093
493,2011,NBA,2,32,CLE,Justin Harper,21.302,F,us,Richmond,2012,2017,22,6.8,2,0.8,0.2,0.1,0.1,0.34,0.417,0.276,0.333,-0.3,-0.093
494,2011,NBA,2,41,LAL,Darius Morris,20.176,G,us,Michigan,2012,2015,132,11.1,3.3,1,1.4,0.3,0,0.384,0.416,0.322,0.63,-0.3,-0.01
495,2012,NBA,2,47,UTA,Kevin Murphy,22.12,G,us,Tennessee Technological University,2013,2013,17,3.1,0.9,0.2,0.1,0.1,0,0.25,0.261,0.2,,-0.3,-0.272
496,2012,NBA,2,55,DAL,Darius Johnson-Odom,22.279,G,us,Marquette,2013,2014,7,3,0,0.9,0.3,0.1,0,0,0,0,0,-0.3,-0.597
497,2014,NBA,2,56,DEN,Devyn Marble,21.283,G-F,us,Iowa,2015,2016,44,10.4,2.2,1.6,0.7,0.5,0.1,0.304,0.377,0.222,0.375,-0.3,-0.028
498,2016,NBA,1,17,MEM,Wade Baldwin,20.091,G,us,Vanderbilt,2017,2019,56,10.3,3.1,1.2,1.4,0.4,0.2,0.355,0.383,0.25,0.776,-0.3,-0.028
499,2008,NBA,2,55,POR,Mike Taylor,22.162,G,us,Iowa State,2009,2009,51,15.1,5.7,1.7,2.1,0.7,0,0.412,0.427,0.325,0.691,-0.4,-0.028
500,2009,NBA,1,30,CLE,Christian Eyenga,20.008,F,cd,,2011,2012,51,20.6,6.3,2.7,0.8,0.7,0.6,0.411,0.464,0.277,0.611,-0.4,-0.02
501,2013,NBA,1,30,PHO,Nemanja Nedovi_,22.017,G,rs,,2014,2014,24,5.9,1.1,0.6,0.5,0,0,0.205,0.238,0.167,0.875,-0.4,-0.132
502,2016,NBA,2,54,ATL,Kay Felder,21.092,G,us,Oakland,2017,2018,58,9.1,3.8,1,1.3,0.4,0.1,0.364,0.385,0.268,0.754,-0.4,-0.041
503,2013,NBA,2,43,MIL,Ricky Ledo,20.295,G,us,Providence,2014,2015,28,9.9,3.9,1.4,0.8,0.3,0,0.336,0.321,0.371,0.769,-0.6,-0.096
504,2014,NBA,1,15,ATL,Adreian Payne,23.133,F-C,us,Michigan State,2015,2018,107,13.1,4,2.9,0.6,0.4,0.3,0.406,0.43,0.254,0.68,-0.6,-0.019
505,2014,NBA,2,34,NYK,Cleanthony Early,23.076,F,us,Wichita State,2015,2016,56,14.3,4.3,2.2,0.8,0.5,0.3,0.346,0.4,0.263,0.75,-0.6,-0.039
506,2015,NBA,1,17,MIL,Rashad Vaughn,18.317,G,us,UNLV,2016,2018,139,12,3,1.1,0.5,0.4,0.2,0.337,0.366,0.313,0.692,-0.6,-0.017
507,2011,NBA,2,49,MEM,Josh Selby,20.093,G,us,Kansas,2012,2013,38,7.8,2.2,0.5,0.9,0.2,0,0.33,0.384,0.143,0.72,-0.7,-0.113
508,2011,NBA,1,21,POR,Nolan Smith,22.338,G,us,Duke,2012,2013,84,9.9,3.3,1,1.2,0.3,0,0.371,0.407,0.26,0.714,-0.8,-0.047
509,2012,NBA,1,29,CHI,Marquis Teague,19.125,G,us,Kentucky,2013,2018,91,10,2.4,1,1.5,0.3,0.1,0.343,0.369,0.222,0.661,-0.9,-0.045
510,2012,NBA,2,41,POR,Tyshawn Taylor,22.083,G,us,Kansas,2013,2014,61,8,2.9,0.5,0.9,0.4,0,0.354,0.353,0.36,0.684,-0.9,-0.088
511,2016,NBA,2,42,UTA,Isaiah Whitehead,21.113,G,us,Seton Hall,2017,2018,89,20.5,7.2,2.4,2.4,0.6,0.4,0.411,0.452,0.305,0.788,-0.9,-0.025
512,2009,NBA,1,6,MIN,Jonny Flynn,20.144,G,us,Syracuse,2010,2012,163,22.9,9.2,1.9,3.9,0.7,0,0.4,0.42,0.338,0.809,-1.1,-0.015
513,2012,NBA,1,25,MEM,Tony Wroten,19.081,G,us,Washington,2013,2016,145,21.2,11.1,2.5,3,0.9,0.2,0.413,0.477,0.231,0.647,-1.3,-0.021
514,2007,NBA,1,30,PHI,Petteri Koponen,19.08,G,fi,,,,,,,,,,,,,,,,
515,2007,NBA,2,39,MIA,Stanko Bara_,20.323,C,ba,,,,,,,,,,,,,,,,
516,2007,NBA,2,43,NOK,Adam Haluska,,,,Iowa,,,,,,,,,,,,,,,
517,2007,NBA,2,44,ORL,Reyshawn Terry,,,,UNC,,,,,,,,,,,,,,,
518,2007,NBA,2,45,LAC,Jared Jordan,,,,Marist College,,,,,,,,,,,,,,,
519,2007,NBA,2,50,DAL,Renaldas Seibutis,21.345,G,lt,,,,,,,,,,,,,,,,
520,2007,NBA,2,54,HOU,Brad Newley,22.135,F-G,au,,,,,,,,,,,,,,,,
521,2007,NBA,2,55,UTA,Herbert Hill,,,,Providence,,,,,,,,,,,,,,,
522,2007,NBA,2,57,DET,Sammy Mejia,,,,DePaul,,,,,,,,,,,,,,,
523,2007,NBA,2,58,SAS,Georgios Printezis,22.131,F,gr,,,,,,,,,,,,,,,,
524,2007,NBA,2,60,DAL,Milovan Rakovi,22.134,C,rs,,,,,,,,,,,,,,,,
525,2008,NBA,2,44,UTA,Ante Tomi,21.135,C,hr,,,,,,,,,,,,,,,,
526,2008,NBA,2,46,SEA,Trent Plaisted,,,,Brigham Young University Hawaii,,,,,,,,,,,,,,,
527,2008,NBA,2,49,GSW,Richard Hendrix,,,,Alabama,,,,,,,,,,,,,,,
528,2008,NBA,2,50,SEA,DeVon Hardin,21.329,C,us,California,,,,,,,,,,,,,,,
529,2008,NBA,2,51,DAL,Shan Foster,,,,Vanderbilt,,,,,,,,,,,,,,,
530,2008,NBA,2,53,UTA,Tadija Dragi_evi_,22.155,F,rs,,,,,,,,,,,,,,,,
531,2008,NBA,2,54,HOU,Maarty Leunen,22.302,F,us,Oregon,,,,,,,,,,,,,,,
532,2008,NBA,2,57,SAS,James Gist,,,,Maryland,,,,,,,,,,,,,,,
533,2008,NBA,2,59,DET,Deron Washington,,,,Virginia Tech,,,,,,,,,,,,,,,
534,2009,NBA,2,34,DEN,Sergio Llull,21.228,G,es,,,,,,,,,,,,,,,,
535,2009,NBA,2,47,MIN,Henk Norel,21.287,F-C,nl,,,,,,,,,,,,,,,,
536,2009,NBA,2,49,ATL,Sergiy Gladyr,19.256,G,ua,,,,,,,,,,,,,,,,
537,2009,NBA,2,50,UTA,Goran Suton,,,,Michigan State,,,,,,,,,,,,,,,
538,2009,NBA,2,51,SAS,Jack McClinton,,,,Miami (FL),,,,,,,,,,,,,,,
539,2009,NBA,2,54,CHA,Robert Vaden,,,,University of Alabama at Birmingham,,,,,,,,,,,,,,,
540,2009,NBA,2,56,DAL,Ahmad Nivins,,,,Saint Joseph's,,,,,,,,,,,,,,,
541,2009,NBA,2,57,PHO,Emir Preld_i_,21.298,F-G,ba,,,,,,,,,,,,,,,,
542,2009,NBA,2,59,LAL,Chinemelu Elonu,22.112,C-F,ng,Texas A&M,,,,,,,,,,,,,,,
543,2009,NBA,2,60,MIA,Robert Dozier,,,,Memphis,,,,,,,,,,,,,,,
544,2010,NBA,2,36,DET,Terrico White,,,,Ole Miss,,,,,,,,,,,,,,,
545,2010,NBA,2,42,MIA,Da'Sean Butler,,,,West Virginia,,,,,,,,,,,,,,,
546,2010,NBA,2,45,MIN,Paulo Prestes,22.135,C,br,,,,,,,,,,,,,,,,
547,2010,NBA,2,47,MIL,Tiny Gallon,,,,Oklahoma,,,,,,,,,,,,,,,
548,2010,NBA,2,48,MIA,Latavious Williams,21.092,F,us,,,,,,,,,,,,,,,,
549,2010,NBA,2,49,SAS,Ryan Richards,19.066,F-C,gb,,,,,,,,,,,,,,,,
550,2010,NBA,2,51,OKC,Magnum Rolle,,,,Louisiana Tech,,,,,,,,,,,,,,,
551,2010,NBA,2,59,ORL,Stanley Robinson,,,,UConn,,,,,,,,,,,,,,,
552,2010,NBA,2,60,PHO,Dwayne Collins,22.077,F,us,Miami (FL),,,,,,,,,,,,,,,
553,2011,NBA,2,51,POR,Jon Diebler,23.006,G,us,Ohio State,,,,,,,,,,,,,,,
554,2011,NBA,2,54,CLE,Milan Ma_van,21.224,F-C,hr,,,,,,,,,,,,,,,,
555,2011,NBA,2,56,LAL,Chukwudiebere Maduabum,20.101,F,ng,,,,,,,,,,,,,,,,
556,2011,NBA,2,57,DAL,Targuy Ngombo,,,,,,,,,,,,,,,,,,,
557,2011,NBA,2,58,LAL,Ater Majok,23.36,F-C,sd,,,,,,,,,,,,,,,,
558,2011,NBA,2,59,SAS,Ádám Hanga,22.077,G,hu,,,,,,,,,,,,,,,,
559,2012,NBA,2,50,DEN,_zzet Türkyılmaz,22.045,C-F,tr,,,,,,,,,,,,,,,,
560,2012,NBA,2,56,TOR,Tomislav Zub_i_,22.178,F,hr,,,,,,,,,,,,,,,,
561,2012,NBA,2,57,NJN,_lkan Karaman,22.052,F,tr,,,,,,,,,,,,,,,,
562,2012,NBA,2,59,SAS,Marcus Denmon,22.106,G,us,Missouri,,,,,,,,,,,,,,,
563,2013,NBA,1,28,SAS,Livio Jean-Charles,19.236,F,gf,,,,,,,,,,,,,,,,
564,2013,NBA,2,45,POR,Marko Todorovi_,21.074,F,me,,,,,,,,,,,,,,,,
565,2013,NBA,2,51,ORL,Romero Osby,,,,Oklahoma,,,,,,,,,,,,,,,
566,2013,NBA,2,53,IND,Colton Iverson,24.004,C,us,Colorado State,,,,,,,,,,,,,,,
567,2013,NBA,2,54,WAS,Arsalan Kazemi,23.072,F,ir,Oregon,,,,,,,,,,,,,,,
568,2013,NBA,2,57,PHO,Alex Oriakhi,23.012,F,us,Missouri,,,,,,,,,,,,,,,
569,2013,NBA,2,58,SAS,Deshaun Thomas,21.308,F,us,Ohio State,,,,,,,,,,,,,,,
570,2013,NBA,2,59,MIN,Bojan Dubljevi_,21.252,F-C,me,,,,,,,,,,,,,,,,
571,2013,NBA,2,60,MEM,J_nis Timma,21,F,lv,,,,,,,,,,,,,,,,
572,2014,NBA,2,37,TOR,DeAndre Daniels,22.077,F,us,UConn,,,,,,,,,,,,,,,
573,2014,NBA,2,50,PHO,Alec Brown,21.343,F-C,us,Green Bay,,,,,,,,,,,,,,,
574,2014,NBA,2,52,PHI,Vasilije Mici_,20.169,G,rs,,,,,,,,,,,,,,,,
575,2014,NBA,2,53,MIN,Alessandro Gentile,21.231,F,it,,,,,,,,,,,,,,,,
576,2014,NBA,2,54,PHI,Nemanja Dangubi_,21.079,G,rs,,,,,,,,,,,,,,,,
577,2014,NBA,2,57,IND,Louis Labeyrie,22.141,F,fr,,,,,,,,,,,,,,,,
578,2014,NBA,2,59,TOR,Xavier Thames,23.164,G,us,San Diego State,,,,,,,,,,,,,,,
579,2015,NBA,1,26,SAS,Nikola Milutinov,20.182,C,rs,,,,,,,,,,,,,,,,
580,2015,NBA,2,39,CHO,Juan Pablo Vaulet,19.099,F,ar,,,,,,,,,,,,,,,,
581,2015,NBA,2,42,UTA,Olivier Hanlan,22.135,G,ca,Boston College,,,,,,,,,,,,,,,
582,2015,NBA,2,45,BOS,Marcus Thornton,22.141,G,us,College of William & Mary,,,,,,,,,,,,,,,
583,2015,NBA,2,47,PHI,Art_ras Gudaitis,22.011,C,lt,,,,,,,,,,,,,,,,
584,2015,NBA,2,49,WAS,Aaron White,22.293,F,us,Iowa,,,,,,,,,,,,,,,
585,2015,NBA,2,50,ATL,Marcus Eriksson,21.207,G,se,,,,,,,,,,,,,,,,
586,2015,NBA,2,51,ORL,Tyler Harvey,21.348,G,us,Eastern Washington,,,,,,,,,,,,,,,
587,2015,NBA,2,52,DAL,Satnam Singh Bhamara,19.202,C,in,,,,,,,,,,,,,,,,
588,2015,NBA,2,53,CLE,Sir'Dominic Pointer,23.055,G-F,us,St. John's,,,,,,,,,,,,,,,
589,2015,NBA,2,54,UTA,Dani Díez de la Faya,22.084,F,es,,,,,,,,,,,,,,,,
590,2015,NBA,2,55,SAS,Cady Lalanne,23.069,C,ht,UMass,,,,,,,,,,,,,,,
591,2015,NBA,2,57,DEN,Nikola Radi_evi_,21.066,G,rs,,,,,,,,,,,,,,,,
592,2015,NBA,2,58,PHI,J.P. Tokoto,21.288,G-F,us,UNC,,,,,,,,,,,,,,,
593,2015,NBA,2,59,ATL,Dimitrios Agravanis,20.192,F-C,gr,,,,,,,,,,,,,,,,
594,2015,NBA,2,60,PHI,Luka Mitrovi_,22.101,F,rs,,,,,,,,,,,,,,,,
595,2016,NBA,2,35,BOS,Rade Zagorac,20.321,G-F,rs,,,,,,,,,,,,,,,,
596,2016,NBA,2,39,NOP,David Michineau,22.023,G,gp,,,,,,,,,,,,,,,,
597,2016,NBA,2,44,ATL,Isaïa Cordinier,19.212,G,fr,,,,,,,,,,,,,,,,
598,2016,NBA,2,53,DEN,Petr Cornelie,20.338,F,fr,,,,,,,,,,,,,,,,
599,2016,NBA,2,57,MEM,Wang Zhelin,22.16,C,cn,,,,,,,,,,,,,,,,
600,2016,NBA,2,59,SAC,Isaiah Cousins,22.108,G,us,Oklahoma,,,,,,,,,,,,,,,